Name,Ticker,"Sub-Sector","Market Cap","Debt to Equity","Long Term Debt to Equity","Cash Conversion Cycle","Quick Ratio","Current Ratio","Interest Coverage Ratio","Working Capital Turnover Ratio","Net Income / Liabilities","Earning Power"
Carysil Ltd,CARYSIL,"Home Furnishing","2394.44103959","87.18829409957833","34.698835553321594","191.3285482779","0.6795366795366795","1.1676013865794888","4.522459659834279","13.494565749534907","11.896002466344683","12.277129259110179"
Precision Camshafts Ltd,PRECAM,"Auto Parts","2392.50321198","14.713703480991514","1.3937328790004668","124.4858453814","1.9477200225182953","2.486995683993244","8.2146282973621","3.0739740893983596","13.9909847434119","6.608150470219427"
S.P.Apparels Ltd,SPAL,"Apparel & Accessories","2387.56089","26.86476492340201","4.111199154780772","196.3247854929","1.066560913705584","1.9072969543147211","7.291443850267377","4.40898831519025","23.312612167399248","11.943030823267662"
Mukand Ltd,MUKANDLTD,"Iron & Steel","2387.211196323","160.07035490380153","154.0319186818167","145.1838164598","1.2380997060111336","3.724682554575592","1.9647067772115334","3.0361559945603704","4.845230962299683","8.479027291766524"
Themis Medicare Ltd,THEMISMED,"Pharmaceuticals","2383.3789074","25.364084096806653","7.085738494942543","234.4566870809","1.4400025874894884","1.896500420467042","6.697228144989336","3.07072237584757","23.054510780314644","11.090514273608385"
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","2381.4","33.74169040835708","24.660493827160497",,"0.6301172520919979","0.776281505236258","2.3174157303370766","-4.117473474081628","3.1316101285820794","2.7466239414053533"
Nalwa Sons Investments Ltd,NSIL,"Asset Management","2379.866806865","0","0",,"269.44444444434913","459.66666666650406",,"1.2534098062530599","2.956353585353804","0.5188341894692874"
Kody Technolab Ltd,KODYTECH,"Software Services","2374.6154768","2.6954177897574123","2.6954177897574123",,"7.009367681498831","7.070257611241219","11.15625","1.5135135135135134","87.01067615658357","16.713483146067414"
Saraswati Commercial (India) Ltd,ZSARACOM,"Specialized Finance","2355.2599489599997","0.0028502615114936796","0.0028502615114936796",,"0.4299583911234396","0.4375866851595006",,"-33.773684210526284","151.472732575095","16.026847728718504"
Vardhman Special Steels Ltd,VSSL,"Iron & Steel","2341.3535909400002","11.636894418572322","2.039341071800932","128.2378423675","1.123115489178406","2.380644705716202","7.669923995656891","4.399417288832236","28.606662295900847","13.589057961256563"
Amrutanjan Health Care Ltd,AMRUTANJAN,"Pharmaceuticals","2325.47780088","0.5996741654823391","0.4852854518354189",,"3.8155034324942805","4.228832951945081","248.8000000000003","2.070355562915474","57.387088542995755","16.95423446997576"
IKIO Lighting Ltd,IKIO,"Electrical Components & Equipments","2318.807433505","12.722273475516001","4.325175014923754",,"4.052572286894479","5.744398548003504","8.216908625106747","2.082366722557825","57.74621031556871","14.629770412041967"
Shanti Educational Initiatives Ltd,SEIL,"Education Services","2311.155","2.401129943502825","1.1927181418706843",,"1.2819905213270142","1.7298578199052133","16.5","5.217687074829933","64.26056338028174","7.608069164265132"
Alicon Castalloy Ltd,ALICON,"Auto Parts","2304.1401096","59.66571207290936","25.18146286990508","80.588803183","1.089544121360449","1.3535536002175474","2.988203489800931","9.063431321389226","9.091851851851834","9.88367839637134"
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","2301.29152","71.91076929996176","8.019069464121072",,"0.8716140634071053","1.3617376775271512","2.295924636493959","5.8399628252788105","6.175336280688556","8.656006547403045"
Tatva Chintan Pharma Chem Ltd,TATVA,"Specialty Chemicals","2298.26940375","1.936017799967439","0.08682910945894606","323.7013243753","1.821867938739644","3.739643484810445","7.472511144130754","2.748620583296206","37.16770795050836","6.142590172344295"
KP Green Engineering Ltd,KPGEL,"Heavy Electrical Equipment","2298","54.100367197062425","14.412484700122402",,"0.6119565217391304","1.2949275362318842","11.640625000000004","24.578910614525142","56.997906265099076","55.02796243536986"
Everest Kanto Cylinder Ltd,EKC,"Gas Distribution","2297.676704314","3.752851676467647","0.13906183252592602",,"1.3617013815835615","3.124202258222877","12.734856007944392","2.121382546514737","29.67848063406613","8.939201717575877"
Hariom Pipe Industries Ltd,HARIOMPIPE,"Building Products - Pipes","2288.79524743","79.69700225636619","25.709680885355112","127.244520736","0.645706110199951","1.6804969117493107","3.3762285012285047","5.4946874110615695","13.692786039673194","12.488639461964931"
Satin Creditcare Network Ltd,SATIN,"Consumer Finance","2288.7406873709997","329.67240768894357","302.5328529479143","1.1095698357","1.6754783240494069","1.6754783240494069",,"3.511967647381538","5.389304465105817","5.556710092068463"
JITF Infralogistics Ltd,JITFINFRA,"Shipbuilding","2287.629834","10414.00933955971","8947.931954636428",,"1.3802494518644641","1.5389397091066797","1.4711162907899695","6.02013079635062","0.8365207536478146","10.949786419967262"
Andrew Yule & Co Ltd,ANDREWYU,"Tea & Coffee","2283.8900182380003","25.95729204551359","1.5249129734504072",,"0.800367634307911","0.9847397079735025","-3.761290322580647","38.321055525013804",,
Pennar Industries Ltd,PENIND,"Iron & Steel","2283.695067213","89.5164507048674","19.28840872052605","78.7748507808","0.5158693315866787","1.040609718097588","2.1392163661581134","32.82314579990683","5.5792895681922605","9.347514829208427"
Axiscades Technologies Ltd,AXISCADES,"Construction & Engineering","2282.814591525","53.89347032580776","28.75997025821279","109.6337249693","1.6980502524226773","1.8992050136366274","1.9179362880886437","3.9396636185499667","6.034292442416668","9.757601381108413"
Unicommerce eSolutions Ltd,UNIECOM,"Software Services","2278.030793472","10.94022054556007","7.080673244341265",,"3.0111111111111106","3.0111111111111106","45.82051282051281","1.9685195178989028","32.54540930579747","16.377967189075246"
Som Distilleries and Breweries Ltd,SDBL,"Alcoholic Beverages","2276.684932032","28.066833018613433","16.731858645805232","43.0464548324","0.8711634963239585","1.2966740576496674","11.254835996635839","12.92075130574528","15.007981122909317","11.442692478708496"
Cupid Ltd,CUPID,"FMCG - Personal Products","2276.4552953400002","4.002788011550333","0","167.543785213","14.471487360376248","15.39153439153439","30.049723756906076","0.9448889830957552","213.72654155495977","17.000062511720948"
Sadhana Nitro Chem Ltd,SADHNANIQ,"Specialty Chemicals","2266.67894887","102.66548984995589","59.942630185348634","587.0258460447","0.9497528830313016","1.6766569509567864","1.7420474262579544","1.9136910633261002","1.3364779874213932","5.662931488305638"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","2263.3896285","115.0271973971837","43.43958110924713",,"0.6274593184781995","1.07733741566026","1.227548368466642","46.52946163628627","0.20540989660263667","3.9980437706320893"
Pnb Gilts Ltd,PNBGILTS,"Investment Banking & Brokerage","2262.187353978","1684.7461196005295","1684.7461196005295","32.523304695","1.581596232494733","1.581596232494733",,"2.587179843984055","0.2990093054797982","0.40261225261555367"
Deccan Gold Mines Ltd,DECNGOLD,"Mining - Diversified","2260.04426147","47.22826601078422","0.11351811559927863",,"0.24838681163263504","0.615840183859277","-4.473913043478261","-0.16701461377870566",,
BF Investment Ltd,BFINVEST,"Asset Management","2258.7393130200003","0","0",,"54.24143835616408","54.24143835616408",,"2.170969954217716","70.83435402479043","8.495349748518038"
Fedders Holding Ltd,FEDDERSHOL,"Investment Banking & Brokerage","2255.329199745","13.899725473197515","0",,"4.330343796711511","4.636173393124067",,"3.5846718253845915","112.46697093442226","19.10053759127016"
Yasho Industries Ltd,YASHO,"Specialty Chemicals","2253.792828","196.4812866886091","120.37596281089884",,"0.5961504251609919","1.0767068701746896","6.159381304640207","10.479902345452956","8.30121638465835","9.226538260063654"
Nitin Spinners Ltd,NITINSPIN,"Textiles","2242.3347","116.81714689487322","70.7152390672843","117.2451662226","0.6584993535724856","1.5369709808563996","3.1313325330132074","9.525509786258292","8.375999796219888","9.60153129773803"
Hubtown Ltd,HUBTOWN,"Real Estate","2240.202784775","79.31672760511884","27.01401584399757",,"0.3327331076735819","1.250112150177715","-0.010606874328679997","0.9323221137750756",,
Apcotex Industries Ltd,APCOTEXIND,"Specialty Chemicals","2237.3692488","36.100356499405834","18.806301989496685","61.537286964","1.1066495224099928","1.5659808963997062","5.7738629083920525","7.6347392198509825","13.460241325039329","9.775170005314354"
Sasken Technologies Ltd,SASKEN,"Software Services","2235.43634118","1.020030855933392","0.7624730648102105","93.7360606098","1.5652209226770633","1.5652209226770633","285.2424242424242","5.069194413467154","55.68447117085253","10.169180242858994"
Siyaram Silk Mills Ltd,SIYSIL,"Textiles","2231.30092784","15.385697826794368","0.7783435793250842","172.241714665","1.538281349458943","2.729038828771483","13.18137013307047","3.113887589191718","39.70686209193867","16.691214099379646"
Sanghi Industries Ltd,SANGHIIND,"Cement","2228.06175","187.58001062307008","187.46657784099602","33.7128493799","0.6936842684874182","1.07419745608722","-0.5818258753834761","-10.513737765191037",,
Vidhi Specialty Food Ingredients Ltd,VIDHIING,"Commodity Chemicals","2220.804425","7.2728570408964375","0.3390193419456145",,"3.347503201024329","4.790012804097311","15.969325153374239","2.1537863253906524","82.26134055517959","16.04166024712662"
BLS E-Services Ltd,BLSE,"IT Services & Consulting","2218.53365073","1.6698647660818713","1.1810124269005848","25.4774542708","4.660592255125285","4.684889901290813","50.15053763440859","2.4865863453815265","43.65355206450709","9.15066020522278"
Seshasayee Paper and Boards Ltd,SESHAPAPER,"Paper Products","2215.8990989","1.0987228654692331","0","33.3159155222","2.4222624952308287","3.3376573826783678","167.75233644859813","2.846664071504354","56.3986669443866","15.011645849101573"
HIL Ltd,HIL,"Cement","2207.74900023","61.939273969541205","41.71881485265477","89.403900236","0.5821373461266257","1.410762144539453","2.0059405940594086","10.924273200457026","2.335630271271285","2.584909030595324"
TIL Ltd,TIL,"Heavy Machinery","2205.52708444","543.9379550490661","323.77334599556826",,"0.2831665620499945","0.7522431045305175","8.145726807888973","-2.154693569896214","66.4555305449406","53.91756315725856"
Systematix Corporate Services Ltd,SYSTMTXC,"Diversified Financials","2204.8266238799997","13.50535092902633","6.1781892193552626","42.938953976","1.633172842090573","1.633172842090573",,"2.2444837395248713","34.174620459932086","21.960313857726476"
Balmer Lawrie Investments Ltd,BLIL,"Conglomerates","2183.54535153","5.669932510354096","4.395852345089703",,"2.006906655504395","2.2805776475512767",,"2.816847003805419","16.307375736457455","11.278660340865894"
ICICI Prudential Nifty 50 ETF,NIFTYIETF,"Equity","2180.653534008",,,,,,,,,
IFGL Refractories Ltd,IFGLEXPOR,"Industrial Machinery","2178.93680352","16.238981390793338","6.387761764843058","129.0849472883","1.7172753123102975","2.6780408319754625","9.861413043478258","3.15165683116192","19.523798140135284","7.30494645588985"
Syncom Formulations (India) Ltd,SYNCOMF,"Pharmaceuticals","2178.92","32.49091832350299","0","132.4616525138","1.4181689642983388","1.6055143160127254","8.597315436241619","4.257533825338253","20.792973239205416","10.171241034327618"
Uniparts India Ltd,UNIPARTS,"Industrial Machinery","2174.2389559","11.818454164170161","3.910678895699866",,"1.7392048314041266","3.9322596879718166","29.96276595744678","2.016445809565599","45.801190213797646","14.822384001403371"
DEE Development Engineers Ltd,DEEDEV,"Iron & Steel","2174.16764583","102.07040255364426","22.68132647632559",,"0.48494260847628656","1.1156817608476286","1.7605482972799344","8.707170992284032","3.4650520220515504","6.8072842910735245"
Shriram Properties Ltd,SHRIRAMPPS,"Real Estate","2162.630154365","53.63764384337841","6.3020273479489015",,"0.4265423596231676","1.3706679590517972","1.6480475382003397","1.1613354740438857","3.0988484592030834","5.341999108474446"
Yatra Online Ltd,YATRA,"Online Services","2161.206726189","11.423564194838727","3.7338292151065566",,"2.328813948153246","2.328813948153246","0.9416517055655281","1.440178628799075",,"1.724081256985074"
PIX Transmissions Ltd,PIXTRANS,"Industrial Machinery","2154.14412","8.934624205890113","6.610647668919604",,"3.6015239170311837","4.983490898828841","21.0907441016334","2.05637707948244","57.559994451380255","18.247051988631906"
G M Breweries Ltd,GMBREW,"Alcoholic Beverages","2142.81290817","0","0","3.0610837889","0.9916326968461704","1.2992919974254453","490.7837837837842","27.35194651985844","159.27054866512506","19.792688509580813"
Andhra Paper Ltd,ANDHRAPAP,"Paper Products","2132.668341375","6.078597084301711","2.7810057046270855","27.9953915487","2.4918439970385227","3.0578204485204554","104.3197278911564","2.266675435869227","60.911503155479","18.770196168032108"
Panacea Biotec Ltd,PANACEABIO,"Biotechnology","2131.770963784","2.406827677327969","2.399685755436788",,"1.0855859928276528","1.694602657987524","1.4134078212290448","3.06909162795295",,"0.3980616130148825"
Parag Milk Foods Ltd,PARAGMILK,"FMCG - Foods","2124.0216994939997","70.68226420058983","29.642258060979486","136.5242359267","0.9844314111620075","1.8624941136178776","2.1201565557729873","5.527735555672029","9.293093012997351","8.612447798528791"
Gocl Corporation Ltd,GOCLCORP,"Commodity Chemicals","2121.2068471","83.69649476399205","75.72268185085483",,"6.737178860994432","7.054605841555143","1.4379871461780398","0.7966815047861303","3.274249806598722","7.27086675147962"
Igarashi Motors India Ltd,IGARASHI,"Auto Parts","2119.37235708","30.893308575135908","9.015861652385958",,"0.9457282649604817","1.3717726759503197","2.043641835966889","7.46555709662506","2.9272176122967513","3.510949093823516"
Kokuyo Camlin Ltd,KOKUYOCMLN,"Stationery","2109.790255404","27.111666047987036","4.383626362501268","119.0264529822","0.6808098089535214","1.7681779298545763","15.073459715639805","7.009085867849679","22.284349107914398","12.901066807285114"
NDR Auto Components Ltd,NDRAUTO,"Auto Parts","2105.83188964","12.293918119428886","10.495385343535537","-4.098052158","1.2097544042350084","1.467760131910093","18.29020979020979","13.527112092766425","27.128740626533038","13.201928173030813"
Ramco Industries Ltd,RAMCOIND,"Cement","2098.95626174","5.948681326799478","0.27727843581472084",,"0.472533429707264","1.8508764004336824","5.338664534186312","4.351790969779628","20.55455093429773","2.918348746172283"
Jain Irrigation Systems Ltd,JISLDVREQS,"Agricultural & Farm Machinery","2091.93425563",,,"288.7303707131",,,,,,
Rossell India Ltd,ROSSELLIND,"Tea & Coffee","2091.400433","65.35740753217004","1.6842956275685508",,"0.4155683226315196","1.0984191355938566","2.072382290934645","13.961004874390708","4.626295690125478","5.15730749724559"
Navkar Corporation Ltd,NAVKARCORP,"Logistics","2091.012462452","11.125291844558904","7.172412395986853","56.7017977516","2.150038819875777","2.1837150621118018","1.334522111269622","2.910891742876952",,"0.8398759263997604"
Tanfac Industries Ltd,TANFACIND,"Diversified Chemicals","2088.1665","0","0",,"2.175411836485662","3.070927394752898","38.27127659574467","2.948564867967852","74.390589569161","23.90286037008737"
Alpex Solar Ltd,ALPEXSOLAR,"Renewable Energy Equipment & Services","2086.35735","113.98315282791818","20.3369434416366",,"0.6252999200213276","1.3324446814182884","6.474959612277871","15.95958825772017","31.62779628748218","31.913368898797696"
Praveg Ltd,PRAVEG,"Advertising","2084.5162904549998","21.5849082823791","20.692051139521958",,"11.434385382059803","12.439368770764121","8.98326359832635","1.0198996926063741","16.93590411672742","5.888645090510142"
Talbros Automotive Components Ltd,TALBROAUTO,"Auto Parts","2083.01642175","18.373387442059606","2.4739849959976925","62.0405521632","0.9060225753750187","1.3767265706223082","12.054257724189897","9.385074297077834","34.41401971522451","18.67077526437425"
Master Trust Ltd,MASTERTR,"Diversified Financials","2082.085236","37.04757951333294","31.823123603945522",,"1.476307196851098","1.4967124390571183",,"1.1168680478852184","8.451409089487347","8.05892207784931"
Platinum Industries Ltd,PLATIND,"Commodity Chemicals","2071.76620956","3.323644264364779","1.048181097507267","70.0472901084","6.341681574239715","6.765255416418208","25.64135021097045","1.6270339447863975","80.41559396837059","15.385978681925202"
Indo Tech Transformers Ltd,INDOTECH,"Heavy Electrical Equipments","2061.0234","2.3024498065942165","1.6946030576533435",,"1.2535861601920828","2.0052330234562583","5.597110754414123","3.5801446324510287","27.78370686588401","18.075786636255245"
Sangam (India) Ltd,SANGAMIND,"Textiles","2057.58688671","108.29405071521455","62.8921488946684","118.808202274","0.6424392523364486","1.2680654205607476","1.7474450510989745","11.451336643323287","2.3397779446409093","4.573953894017061"
Hester Biosciences Ltd,HESTERBIO,"Biotechnology","2045.47568925","80.68541996830427","61.776941362916006","329.7223719534","1.3143316316884102","2.0288334278691624","2.6152679474216374","3.4072022160664823","5.252322928837697","7.8101881209046695"
Heranba Industries Ltd,HERANBA,"Fertilizers & Agro Chemicals","2039.2863456549999","19.337444025039268","2.523855297399948",,"0.9566776015421556","1.421826913321384","5.2299595141700355","3.3701488975219096","5.591794214279976","4.373023879323764"
Jagran Prakashan Ltd,JAGRAN,"Publishing","2038.5499115520001","7.107112606734886","2.5053224366458346",,"2.1822729828779734","2.280118671346299","9.078289235230162","3.620707540420662","28.589655816269406","8.860454997293795"
Interarch Building Products Ltd,INTERARCH,"Building Products - Prefab Structures","2038.2863931900001","3.0092436407799745","0.7444391966354046",,"1.225116588940706","1.7142571618920721","13.861265260821298","6.157773168662203","27.79030802938519","16.541940952860287"
Gandhar Oil Refinery (INDIA) Ltd,GANDHAR,"Oil & Gas - Refining & Marketing","2035.496557956","22.146762448819473","7.679734555945112",,"1.7923652475938519","2.51907876584487","4.553396417708692","5.849447415835545","19.611674878910172","13.890062989041368"
Omaxe Ltd,OMAXE,"Real Estate","2032.3908004799998","112.1756223261038","67.53167379705643",,"0.15983890887083685","1.0216526683690959","-2.8921282798833823","3.0037756648752945",,
Cantabil Retail India Ltd,CANTABIL,"Apparel & Accessories","2030.5643351200001","102.90387796360962","85.63683146480426","325.561586405","0.4524915993422467","2.0970901551440626","3.5797783003023147","4.970940443876735","13.891183496684587","13.762155042163297"
Expleo Solutions Ltd,EXPLEOSOL,"Software Services","2030.1370585900002","4.264092285036406","3.434508713081894",,"5.7681914688284115","5.7681914688284115","46.812260536398476","2.2121163864685944","58.8763752359873","15.976253988179302"
Agro Tech Foods Ltd,ATFL,"Packaged Foods & Meats","2025.20768472","8.395802098950524","1.2873563218390804","110.5348264665","0.9827925691293554","2.2309733755671606","5.883959044368592","5.287850467289719","7.421930700128317","2.6916051271642876"
Antony Waste Handling Cell Ltd,AWHCL,"Environmental Services","2014.1935449650002","62.20038417638707","46.69691823724283",,"1.3048661958141645","1.3048661958141645","3.760820045558084","9.95215098529003","11.790852891296005","10.250555333268938"
GPT Infraprojects Ltd,GPTINFRA,"Construction & Engineering","2000.0988888","63.697925311203335","8.48132780082988","107.3035090628","1.0641148064278507","1.429487354377541","3.390161930950195","7.196180311753966","13.620628753090744","15.28585204573631"
Cosmo First Ltd,COSMOFIRST,"Packaging","1997.904874675","77.77678829841709","55.302001469376854","17.8604874511","0.7490241595735534","1.1878256383801908","1.8100940017905096","9.744577782670923","2.8727827050997767","4.605231315003515"
Kotak Gold Etf,GOLD1,"Gold","1984.1380216000002",,,,,,,,,
Excel Industries Ltd,EXCELINDUS,"Fertilizers & Agro Chemicals","1978.37550696","0.12473196642047285","0.12473196642047285",,"2.034954706577393","2.558733753446239","8.550000000000013","2.6820047762498636","4.614298897996866","1.4285873415465526"
Suratwwala Business Group Ltd,SBGLP,"Real Estate","1968.9702597599999","63.762242485646745","8.662613981762917",,"0.265044814340589","1.9604673495518565","34.32743362831858","2.2539189818407572","40.86764705882351","30.490488916836966"
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,"Home Electronics & Appliances","1968.2703718349999","1.2765666176118282","0.924056264759232","57.1926544465","1.001547987616099","1.572282421740626","1.8133140376266235","7.1515660809778465","3.027940754113146","2.3380355276906943"
Prataap Snacks Ltd,DIAMONDYD,"Packaged Foods & Meats","1967.050852875","11.127120039519184","7.714473900872715","20.0450611496","0.9368767182362138","1.7043825130720718","14.253032928942808","15.09363400148478","18.79199377608035","8.13017774877909"
Swelect Energy Systems Ltd,SWELECTES,"Electrical Components & Equipments","1965.1058526","66.3340250413859","26.307444799365797",,"1.1731596278768468","1.586741763086391","2.3691130298273158","1.0326301752807543","7.718354745543277","7.268250394326515"
BCL Industries Ltd,BCLIND,"FMCG - Foods","1963.13137434","70.82918862742187","37.214757627496105","78.502207155","0.7018663905904006","1.8085871221925056","4.921076504384635","9.819785875109131","14.396645194208793","12.51162826456319"
TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines","1961.3027636","19.746234596074856","12.503879507074394","-595.4678525102","1.0421090909090909","1.0945454545454545","9.118238021638325","61.78796992481211","34.35623749166107","14.43179177318149"
Mufin Green Finance Ltd,MUFIN,"Specialized Finance","1955.419285032","147.05231650182196","92.26314419573139",,"1.3018","1.3018",,"2.750873270923571","6.6424021838034575","5.368431699792646"
Eco Recycling Ltd,ECORECO,"Business Support Services","1955.3396775","7.30154028436019","6.709123222748815","24.2537290032","4.074198988195616","5.133220910623947","32.267605633802816","2.7330492057342117","136.1068702290077","28.41726618705036"
Suryoday Small Finance Bank Ltd,SURYODAY,"Private Banks","1949.958991025",,,,,,,"-0.330582259780816","2.0411693315134998","2.3219009292125437"
Bombay Super Hybrid Seeds Ltd,BSHSL,"Seeds","1945.85198304","93.78661459257944","1.2249245517486236","223.5826448393","0.13710437710437703","1.6673400673400676","6.14660831509847","6.207510832932113","29.013716525146982","21.139373871161958"
Tribhovandas Bhimji Zaveri Ltd,TBZ,"Precious Metals, Jewellery & Watches","1942.59507882","102.06473492593885","11.151563513041742",,"0.11800172265288542","1.656896396570121","2.264440911499744","4.751783694869949","6.34991015378877","8.78886565424569"
Rane (Madras) Ltd,RML,"Auto Parts","1940.3650267650003","284.5835286763557","111.63853727144866","45.1458592579","0.5633324339571734","0.8583727832421694","-0.7949571003327004","-25.327726349062996","0.27128997484724077",
Sterling Tools Ltd,STERTOOLS,"Industrial Machinery","1937.38206758","26.287184075150975","7.340639677924402","119.5175970895","1.138290338897319","2.0442083965604447","8.632135306553911","5.168180067139951","21.055633722477854","11.500274620812036"
Knowledge Marine & Engineering Works Ltd,KMEW,"Marine Transportation","1935.377185","35.47892720306514","24.603595638078396",,"2.639506769825919","2.6690038684719535","11.90862944162437","2.4652125693160816","43.79430629008667","18.149466192170827"
Aaswa Trading and Exports Ltd,TCC,"Real Estate Services","1933.8066586799998","2.1514945296550283","1.3086949693765377",,"2.0079440737210037","2.198919605973943","47.63793103448275","3.876831388130123","58.6705202312139","12.245712006382128"
Abans Holdings Ltd,AHL,"Investment Banking & Brokerage","1930.36834525","91.2603287471562","19.74846607640565","114.2426021872","1.5667228773514636","1.5999964247620977",,"1.5225253544661912","4.344222226945223","3.451703417880102"
Sirca Paints India Ltd,SIRCA,"Paints","1927.89954","0","0","214.2948905576","4.5070896419130015","6.798365777457342","3454.0000000000014","1.4318253432365522","121.8431651267473","19.68708142152812"
I G Petrochemicals Ltd,IGPL,"Specialty Chemicals","1922.830434","29.48866005838386","18.305103775703337",,"1.1524105754276825","1.5092686938023987","2.756330154554425","7.075300254157046","4.44887342499072","3.9259769275085397"
Advait Infratech Ltd,ADVAIT,"Electrical Components & Equipment","1922.0195273150002","35.51925320886815","23.150525087514588",,"1.1768231768231767","1.397102897102897","5.261939218523878","10.907779495105615","30.24059734513274","31.57072154206825"
Lotus Chocolate Company Ltd,LOTUSCHO,"FMCG - Foods","1921.14934089","1.2761335867499322","0","23.8030869605","2.047345767575323","2.558106169296987","-0.11392405063289449","11.872392638036809",,
GTPL Hathway Ltd,GTPL,"Cable & D2H","1920.8686890400002","18.838698646106973","4.5412152394572","-59.9745588656","0.44817215585146886","0.46377266008433743","7.586899563318781","-4.186803902980118","6.176195588184372","5.754352030947778"
Irm Energy Ltd,IRMENERGY,"Gas Distribution","1912.765053045","21.71780170019182","11.396106959046552",,"3.3867707040255364","3.412129810250044","5.476029962546817","3.387322639202757","25.003648250299175","11.27606737413623"
Madhya Bharat Agro Products Ltd,MBAPL,"Fertilizers & Agro Chemicals","1912.37033856","82.60386390836041","8.508576964723325","217.6741987501","0.7860193621867881","1.3755694760820045","2.991996951219514","5.235818630240941","5.479452054794532","9.761647208027162"
HDFC Gold Exchange Traded Fund,HDFCGOLD,"Gold","1906.0882018",,,,,,,,,
ICICI Prudential Gold ETF,GOLDIETF,"Gold","1905.052968",,,,,,,,,
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,"Hospitals & Diagnostic Centres","1904.863","170.55042952593064","157.84282532612153","-97.5126158105","0.6200321901696174","0.7407453262349882","8.500000000000002","-21.99932157394844","13.691267239597188","14.230676133613047"
Nippon India ETF Nifty Next 50 Junior BeES,JUNIORBEES,"Equity","1901.11000107",,,,,,,,,
Kesar India Ltd,KESAR,"Real Estate Development","1890.282072","72.4","4.4333333333333345",,"0.6258253851797505","1.4503301540719002","106.92857142857139","2.059889376311272","15.556831228473014","15.018057784911715"
Arman Financial Services Ltd,ARMANFIN,"Consumer Finance","1870.0783400599998","212.24944320712697","184.425795813902",,"1.75615032760539","1.75615032760539",,"2.8679875140900033","9.524410520366345","8.655969883038722"
Kiri Industries Ltd,KIRIINDUS,"Specialty Chemicals","1869.6599907700001","4.323687991691918","0.8496578606689144",,"0.6280033140016571","0.9848578328544485","7.397020157756354","44.43271767810021","22.20108151411979","4.948869499953093"
Wheels India Ltd,WHEELS,"Auto Parts","1868.895","91.6198419149262","35.14271241945554","30.6631088745","0.47687307056084116","0.9417823013138624","1.611020408163267","-36.879657324323276","2.783308132651668","6.35763850857243"
Sri Adhikari Brothers Television Network Ltd,SABTNL,"TV Channels & Broadcasters","1860.2256006400003","11.035653650254668","0",,"0.48156005221932124","0.48156005221932124","-2109","-0.028674465652212155",,
Sigachi Industries Ltd,SIGACHI,"Commodity Chemicals","1851.96558218","34.2539056300025","10.663673672992765",,"1.2913272640153328","1.667837938561465","9.97940797940798","3.59872053281921","22.584340681046054","11.170174452943803"
Brightcom Group Ltd,BCG,"Advertising","1848.967226468","0","0",,"6.685224737766386","6.685224737766386","4635.439024390246","2.778092706966744","212.65375129903424","31.999764278017263"
Udaipur Cement Works Ltd,UDAICEMENT,"Cement","1847.53216032","145.67730107983635","134.65313331395737","59.4678370576","0.5045530683721638","1.2020100502512563","2.248049462682174","-17.413539367181748","3.916953693073101","6.201723535766213"
Fratelli Vineyards Ltd,TINNATFL,,"1844.2874528099999","122.02758106597092","11.964219157659327",,"0.8942647058823531","1.2980882352941179","1.0465686274509904","11.6487827936658","0.13914011409495092","4.326241134751814"
GNA Axles Ltd,GNA,"Auto Parts","1844.092514","26.63447621899486","3.6332784348954417",,"1.6493349144153435","2.158718292431429","12.669264069264067","3.577185265978257","23.969498597223215","12.008928937801084"
Atul Auto Ltd,ATULAUTO,"Three Wheelers","1841.5749408","23.665587918015103","5.0614886731391575","106.7325589306","1.1866760078975862","1.669384115661423","1.8083018867924492","7.504252906152535","4.681472213533495","3.6562290178843853"
Mercury Ev-Tech Ltd,MERCURYEV,"Commodities Trading","1840.087762944","45.759329475154665","45.47994412292956",,"6.646153846153846","8.538461538461538","14.761904761904772","1.4837010207441554","7.448789571694609","4.028066528066531"
Bharat Wire Ropes Ltd,BHARATWIRE,"Iron & Steel","1839.9058944","20.015742548779194","15.8591041884262","173.3869416855","5.315251929187471","7.55265546981389","9.705206220419207","2.5356735624694577","55.09105486198605","17.18527387009878"
Borosil Scientific Ltd,BOROSCI,"Health Care Equipment & Supplies","1837.403357891","4.723551302498671","1.278575225943647",,"1.937193719371937","2.905890589058906","12.681481481481473",,"21.00615466952098","7.011939137023608"
Kilburn Engineering Ltd,KLBRENG-B,"Industrial Machinery","1835.78470605","33.43291796061166","22.1824757262471",,"1.5139272559852672","1.6917587476979743","7.7870182555781",,"21.862155496906528","15.813972647882697"
Wonder Electricals Ltd,WEL,"Home Electronics & Appliances","1833.765472","73.4949357004666","8.114259701832252","41.7709585308","0.9091156251213737","1.1547753136287726","4.345622119815661","15.940156599552552","3.8359788359788234","5.350809998014006"
Dynacons Systems and Solutions Ltd,DSSL,"IT Services & Consulting","1827.5124375","65.51164566628485","17.697594501718214",,"1.2894746357160936","1.4219185016451532","9.199089874857782","10.705478383018574","18.07285546415977","20.08395221181786"
