Name,Ticker,"Sub-Sector","Market Cap","Alpha","Beta","Sharpe Ratio","Volatility vs Nifty","100D SMA","200D SMA","Volatility"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","309013.05580823997","29.0805197021302","1.27342811117652","0.057618463778977","3.6326214575825087","1822.3829999999994","1779.0250000000003","50.919568327611984"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","308640.6524616","13.1218118143545","1.1654408010797","0.070039279633214","2.85937299478661","1442.563","1327.42925","40.08070763284542"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","300915.58493214","-12.0652268406784","1.91773397507171","-0.047020745222944","1.5944161841032174","1629.5020000000002","1631.9925000000012","22.349420322789065"
Coal India Ltd,COALINDIA,"Mining - Coal","300186.49680817","33.3121567546214","0.78147776974495","0.131057020755987","2.464359284844121","492.18399999999986","452.4135","34.54367939342468"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","296778.937875","56.1108264774001","1.14000804050749","0.248666860357076","2.7998964657727012","4805.095","3941.9087499999996","39.247006896785685"
Wipro Ltd,WIPRO,"IT Services & Consulting","281198.868392315","-18.1379449982193","0.649467496228503","-0.108375354283502","2.014160605758228","499.0110000000001","487.2567500000001","28.23310652796279"
Trent Ltd,TRENT,"Retail - Apparel","260785.6013896","60.0188807370006","1.04869371717902","0.287648009814317","2.560698450444546","5594.2535","4552.156499999999","35.89409500449157"
Adani Power Ltd,ADANIPOWER,"Power Generation","251356.71078497003","62.8541021239119","1.16025421209289","0.175961163959776","3.4136771860592994","686.8725","618.3669999999997","47.850559369771226"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","250406.0768094","4.85189145090061","0.319507053713821","-0.010075284902453","1.3999450287387754","2516.0285","2526.2484250000007","19.623458534874246"
Zomato Ltd,ZOMATO,"Online Services","240161.1300081","19.3431809373594",,"0.072344998360734","2.7134931364125405","219.8012","184.36184999999995","38.035864947518064"
Siemens Ltd,SIEMENS,"Conglomerates","240035.73547765","33.1493674543017","0.762956908162702","0.166189562841679","2.1924555119975007","7000.311000000003","5759.031000000002","30.732320874055887"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","237872.26056163502","18.9906159469498","0.882962956384104","0.0985588068913","2.6424181899589176","169.4138","161.8269","37.03958563942437"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","233162.98775352002","3.54549846740111","1.25310066979278","0.025818239539585","1.8765693046374095","913.2740000000002","872.9032499999997","26.30444709000168"
Jio Financial Services Ltd,JIOFIN,"Consumer Finance","220395.42848172",,,,"2.6662188337599906","346.30650000000014","318.63025","37.37320655820747"
DLF Ltd,DLF,"Real Estate","213050.07853542","11.8792629135074","1.34316627484413","0.102806274232282","2.3066962487511224","843.4480000000003","826.65375","32.33366829460271"
Varun Beverages Ltd,VBL,"Soft Drinks","210091.96778135","52.7128124251452","1.19875447600479","0.210800066294222","2.273386033870279","615.3607000000002","570.8586500000001","31.866748803420347"
